Gene ID	source_id	Product Description
TGME49_205740	TGME49_205740-t26_1	ER membrane protein complex subunit 1, putative
TGME49_205750	TGME49_205750-t26_1	histone deacetylase complex subunit Sin3
TGME49_205760	TGME49_205760-t26_1	membrane protein
TGME49_205770	TGME49_205770-t26_1	hypothetical protein
TGME49_206290	TGME49_206290-t26_1	hypothetical protein
TGME49_206300	TGME49_206300-t26_1	hypothetical protein
TGME49_206310	TGME49_206310-t26_1	prenyltransferase, UbiA family protein
TGME49_206320	TGME49_206320-t26_1	hypothetical protein
TGME49_206330	TGME49_206330-t26_1	PHD-finger domain-containing protein
TGME49_206340	TGME49_206340-t26_1	hypothetical protein
TGME49_206350	TGME49_206350-t26_1	ER-retrevial receptor Ter1p, putative
TGME49_206360	TGME49_206360-t26_1	peptidyl-tRNA hydrolase domain-containing protein
TGME49_206380	TGME49_206380-t26_1	hypothetical protein
TGME49_206390	TGME49_206390-t26_1	hypothetical protein
TGME49_206400	TGME49_206400-t26_1	FAD binding domain of DNA photolyase domain-containing protein
TGME49_206415	TGME49_206415-t26_1	myosin K
TGME49_206430	TGME49_206430-t26_1	formin FRM1
TGME49_206440	TGME49_206440-t26_1	cpw-wpc domain-containing protein
TGME49_206450	TGME49_206450-t26_1	autophagy-related cysteine peptidase atg4, putative
TGME49_206460	TGME49_206460-t26_1	hypothetical protein
TGME49_206470	TGME49_206470-t26_1	pyruvate dehydrogenase complex subunit PDH-E3II
TGME49_206480	TGME49_206480-t26_1	hypothetical protein
TGME49_206490	TGME49_206490-t26_1	metacaspase MCA1
TGME49_206500	TGME49_206500-t26_1	hypothetical protein
TGME49_206510	TGME49_206510-t26_1	toxolysin TLN4
TGME49_206520	TGME49_206520-t26_1	hypothetical protein
TGME49_206540	TGME49_206540-t26_1	hypothetical protein
TGME49_206550	TGME49_206550-t26_1	hypothetical protein
TGME49_206560	TGME49_206560-t26_1	EF hand domain-containing protein
TGME49_206570	TGME49_206570-t26_1	kinesin, putative
TGME49_206580	TGME49_206580-t26_1	formin FRM2
TGME49_206590	TGME49_206590-t26_1	calcium-dependent protein kinase CDPK2A
TGME49_206600	TGME49_206600-t26_1	sigma-70, region 3 protein
TGME49_206605	TGME49_206605-t26_1	hypothetical protein
TGME49_206610	TGME49_206610-t26_1	pyruvate dehydrogenase complex subunit PDH-E2
TGME49_206620	TGME49_206620-t26_1	OST-HTH domain-containing protein
TGME49_206630	TGME49_206630-t26_1	hypothetical protein
TGME49_206640	TGME49_206640-t26_1	hypothetical protein
TGME49_206650	TGME49_206650-t26_1	zinc finger, c2h2 type domain-containing protein
TGME49_206660	TGME49_206660-t26_1	hypothetical protein
TGME49_206670	TGME49_206670-t26_1	hypothetical protein
TGME49_206680	TGME49_206680-t26_1	hypothetical protein
TGME49_206690	TGME49_206690-t26_1	glideosome-associated protein with multiple-membrane spans GAPM2B
TGME49_206695	TGME49_206695-t26_1	hypothetical protein
TGME49_206700	TGME49_206700-t26_1	hypothetical protein
TGME49_206710	TGME49_206710-t26_1	hypothetical protein
TGME49_206910	TGME49_206910-t26_1	hypothetical protein
TGME49_207005	TGME49_207005-t26_1	SAG-related sequence SRS48Q
TGME49_207010	TGME49_207010-t26_1	SAG-related sequence SRS48K
TGME49_207015	TGME49_207015-t26_1	hypothetical protein
TGME49_207020	TGME49_207020-t26_1	hypothetical protein
TGME49_207030	TGME49_207030-t26_1	hypothetical protein
TGME49_207040	TGME49_207040-t26_1	hypothetical protein
TGME49_207050	TGME49_207050-t26_1	hypothetical protein
TGME49_207060	TGME49_207060-t26_1	ribonucleoside-diphosphate reductase small subunit
TGME49_207065	TGME49_207065-t26_1	hypothetical protein
TGME49_207070	TGME49_207070-t26_1	glycosyl transferase, putative
TGME49_207080	TGME49_207080-t26_1	histone lysine acetyltransferase MYST-B
TGME49_207100	TGME49_207100-t26_1	hypothetical protein
TGME49_207110	TGME49_207110-t26_1	hypothetical protein
TGME49_207120	TGME49_207120-t26_1	Sad1/UNC family protein
TGME49_207130	TGME49_207130-t26_1	SAG-related sequence SRS49A
TGME49_207140	TGME49_207140-t26_1	SAG-related sequence SRS49B
TGME49_207150	TGME49_207150-t26_1	SAG-related sequence SRS49C
TGME49_207160	TGME49_207160-t26_1	SAG-related sequence SRS49D
TGME49_207170	TGME49_207170-t26_1	cytochrome b-c1 complex subunit 12
TGME49_207180	TGME49_207180-t26_1	indole-3-glycerol phosphate synthase domain-containing protein
TGME49_207200	TGME49_207200-t26_1	hypothetical protein
TGME49_207210	TGME49_207210-t26_1	hypothetical protein
TGME49_207230	TGME49_207230-t26_1	hypothetical protein
TGME49_207240	TGME49_207240-t26_1	hypothetical protein
TGME49_207250	TGME49_207250-t26_1	electron-transfer-flavoprotein, alpha polypeptide
TGME49_207350	TGME49_207350-t26_1	hypothetical protein
TGME49_207360	TGME49_207360-t26_1	hypothetical protein
TGME49_207365	TGME49_207365-t26_1	tRNA-Ser
TGME49_207370	TGME49_207370-t26_1	hypothetical protein
TGME49_207380	TGME49_207380-t26_1	tRNA-Ser
TGME49_207390	TGME49_207390-t26_1	AP-4 complex subunit mu, putative
TGME49_207400	TGME49_207400-t26_1	hypothetical protein
TGME49_207403	TGME49_207403-t26_1	hypothetical protein
TGME49_207407	TGME49_207407-t26_1	hypothetical protein
TGME49_207410	TGME49_207410-t26_1	tetratricopeptide repeat-containing protein
TGME49_207420	TGME49_207420-t26_1	hypothetical protein
TGME49_207430	TGME49_207430-t26_1	ATP-dependent RNA helicase DDX1, putative
TGME49_207440	TGME49_207440-t26_1	ribosomal protein RPS4
TGME49_207450	TGME49_207450-t26_1	RNA-splicing ligase RtcB, putative
TGME49_207460	TGME49_207460-t26_1	Rab5B protein
TGME49_207470	TGME49_207470-t26_1	hypothetical protein
TGME49_207480	TGME49_207480-t26_1	GCC2 and GCC3 domain-containing protein
TGME49_207590	TGME49_207590-t26_1	protein phosphatase PPM12
TGME49_207600	TGME49_207600-t26_1	tubulin/FtsZ family, GTPase domain-containing protein
TGME49_207610	TGME49_207610-t26_1	rhoptry kinase family protein ROP36 (incomplete catalytic triad)
TGME49_207620	TGME49_207620-t26_1	pyridine nucleotide-disulfide oxidoreductase domain-containing protein
TGME49_207630	TGME49_207630-t26_1	peptidyl-tRNA hydrolase domain-containing protein
TGME49_207640	TGME49_207640-t26_1	isoleucyl-tRNA synthetase family protein
TGME49_207650	TGME49_207650-t26_1	OTU domain-containing protein OTUD1A
TGME49_207665	TGME49_207665-t26_1	kinesin motor domain-containing protein
TGME49_207680	TGME49_207680-t26_1	suppressor of kinetochore protein 1
TGME49_207690	TGME49_207690-t26_1	programmed cell death 5 protein
TGME49_207700	TGME49_207700-t26_1	rhoptry kinase family protein ROP22 (incomplete catalytic triad)
TGME49_207710	TGME49_207710-t26_1	phosphatidylinositol synthase, putative
TGME49_207720	TGME49_207720-t26_1	hypothetical protein
TGME49_207730	TGME49_207730-t26_1	hypothetical protein
TGME49_207740	TGME49_207740-t26_1	hypothetical protein
TGME49_207750	TGME49_207750-t26_1	hypothetical protein
TGME49_207760	TGME49_207760-t26_1	DnaJ C terminal region domain-containing protein
TGME49_207770	TGME49_207770-t26_1	PCI domain-containing protein
TGME49_207780	TGME49_207780-t26_1	hypothetical protein
TGME49_207790	TGME49_207790-t26_1	enkurin, putative
TGME49_207800	TGME49_207800-t26_1	hypothetical protein
TGME49_207810	TGME49_207810-t26_1	tRNA-Ser
TGME49_207820	TGME49_207820-t26_1	mitogen-activated protein kinase MAPK2
TGME49_207830	TGME49_207830-t26_1	MORN repeat-containing protein
TGME49_207840	TGME49_207840-t26_1	ribosomal protein RPS17
TGME49_207865	TGME49_207865-t26_1	GCC2 and GCC3 domain-containing protein
TGME49_207875	TGME49_207875-t26_1	GCC2 and GCC3 domain-containing protein
TGME49_207880	TGME49_207880-t26_1	hypothetical protein
TGME49_207900	TGME49_207900-t26_1	transcription initiation factor TFIIIB
TGME49_207910	TGME49_207910-t26_1	manganese resistance 1 protein, putative
TGME49_207920	TGME49_207920-t26_1	hypothetical protein
TGME49_207930	TGME49_207930-t26_1	phosphatidylethanolamine-binding protein
TGME49_207940	TGME49_207940-t26_1	ribosomal protein S9, putative
TGME49_207950	TGME49_207950-t26_1	hypothetical protein
TGME49_207955	TGME49_207955-t26_1	hypothetical protein
TGME49_207960	TGME49_207960-t26_1	vacuolar fusion protein CCZ1, putative
TGME49_207965	TGME49_207965-t26_1	hypothetical protein
TGME49_207970	TGME49_207970-t26_1	HEAT repeat-containing protein
TGME49_207980	TGME49_207980-t26_1	PIG-P protein
TGME49_207990	TGME49_207990-t26_1	ribosomal RNA large subunit methyltransferase J protein
TGME49_208010	TGME49_208010-t26_1	syntaxin-19
TGME49_208020	TGME49_208020-t26_1	AP2 domain transcription factor AP2Ib-1
TGME49_208030	TGME49_208030-t26_1	microneme protein MIC4
TGME49_208040	TGME49_208040-t26_1	aldo-keto reductase
TGME49_208050	TGME49_208050-t26_1	ABC transporter, putative
TGME49_208070	TGME49_208070-t26_1	inositol polyphosphate kinase
TGME49_208080	TGME49_208080-t26_1	hypothetical protein
TGME49_208090	TGME49_208090-t26_1	5-formyltetrahydrofolate cyclo-ligase
TGME49_208200	TGME49_208200-t26_1	PHD-finger domain-containing protein
TGME49_208300	TGME49_208300-t26_1	hypothetical protein
TGME49_208310	TGME49_208310-t26_1	hypothetical protein
TGME49_208320	TGME49_208320-t26_1	polynucleotide kinase 3 phosphatase
TGME49_208330	TGME49_208330-t26_1	hypothetical protein
TGME49_208340	TGME49_208340-t26_1	hypothetical protein
TGME49_208350	TGME49_208350-t26_1	RNA-binding protein, putative
TGME49_208360	TGME49_208360-t26_1	hypothetical protein
TGME49_208370	TGME49_208370-t26_1	dense granule protein GRA46
TGME49_208380	TGME49_208380-t26_1	hypothetical protein
TGME49_208390	TGME49_208390-t26_1	F-actin-capping protein subunit alpha, putative
TGME49_208400	TGME49_208400-t26_1	hypothetical protein
TGME49_208410	TGME49_208410-t26_1	hypothetical protein
TGME49_208420	TGME49_208420-t26_1	signaling linker factor SLF
TGME49_208430	TGME49_208430-t26_1	serine proteinase inhibitor PI-2, putative
TGME49_208440	TGME49_208440-t26_1	ATP synthase-associated protein
TGME49_208450	TGME49_208450-t26_1	protease inhibitor PI2
TGME49_208460	TGME49_208460-t26_1	tRNA-Ala
TGME49_208470	TGME49_208470-t26_1	tRNA-Ala
TGME49_208480	TGME49_208480-t26_1	tRNA-Ser
TGME49_208490	TGME49_208490-t26_1	hypothetical protein
TGME49_208500	TGME49_208500-t26_1	protein phosphatase PPM4
TGME49_208510	TGME49_208510-t26_1	hypothetical protein
TGME49_208530	TGME49_208530-t26_1	nicotinate phosphoribosyltransferase
TGME49_208540	TGME49_208540-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_208550	TGME49_208550-t26_1	hypothetical protein
TGME49_208560	TGME49_208560-t26_1	carrier superfamily protein
TGME49_208570	TGME49_208570-t26_1	ubiquitin conjugating enzyme E2, putative
TGME49_208580	TGME49_208580-t26_1	DNA ligase 1, putative
TGME49_208590	TGME49_208590-t26_1	vacuolar ATP synthase subunit 54kD, putative
TGME49_208710	TGME49_208710-t26_1	DNA/RNA non-specific endonuclease
TGME49_208718	TGME49_208718-t26_1	protein tyrosine phosphatase type IVA A, putative
TGME49_208722	TGME49_208722-t26_1	hypothetical protein
TGME49_208730	TGME49_208730-t26_1	microneme adhesive repeat protein MCP4
TGME49_208740	TGME49_208740-t26_1	microneme protein, putative
TGME49_208750	TGME49_208750-t26_1	RWD domain-containing protein
TGME49_208760	TGME49_208760-t26_1	hypothetical protein
TGME49_208770	TGME49_208770-t26_1	hypothetical protein
TGME49_208780	TGME49_208780-t26_1	ubiquitin-conjugating enzyme subfamily protein
TGME49_208790	TGME49_208790-t26_1	MC family transporter, putative
TGME49_208800	TGME49_208800-t26_1	mediator complex subunit MED18
TGME49_208810	TGME49_208810-t26_1	peptidyl-prolyl cis-trans isomerase, putative
TGME49_208820	TGME49_208820-t26_1	1-deoxy-D-xylulose-5-phosphate synthase
TGME49_208830	TGME49_208830-t26_1	dense granule protein GRA16
TGME49_208842	TGME49_208842-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_208850	TGME49_208850-t26_1	SAG-related sequence SRS11
TGME49_208910	TGME49_208910-t26_1	hypothetical protein
TGME49_208970	TGME49_208970-t26_1	RNA recognition motif-containing protein
TGME49_208980	TGME49_208980-t26_1	hypothetical protein
TGME49_208990	TGME49_208990-t26_1	hypothetical protein
TGME49_209000	TGME49_209000-t26_1	HECT-domain (ubiquitin-transferase) domain-containing protein
TGME49_209005	TGME49_209005-t26_1	hypothetical protein
TGME49_209010	TGME49_209010-t26_1	elongation factor TS protein
TGME49_209020	TGME49_209020-t26_1	hypothetical protein
TGME49_209030	TGME49_209030-t26_1	actin ACT1
TGME49_209040	TGME49_209040-t26_1	hypothetical protein
TGME49_209045	TGME49_209045-t26_1	hypothetical protein
TGME49_209050	TGME49_209050-t26_1	Tyrosine kinase-like (TKL) protein
TGME49_209060	TGME49_209060-t26_1	thrombospondin type 1 domain-containing protein
TGME49_209070	TGME49_209070-t26_1	hypothetical protein
TGME49_209080	TGME49_209080-t26_1	transport protein particle (trapp) component, bet3 protein
TGME49_209090	TGME49_209090-t26_1	proteasome maturation factor ump1 protein
TGME49_209095	TGME49_209095-t26_1	hypothetical protein
TGME49_209100	TGME49_209100-t26_1	PUB domain-containing protein
TGME49_209108	TGME49_209108-t26_1	hypothetical protein
TGME49_209112	TGME49_209112-t26_1	hypothetical protein
TGME49_209120	TGME49_209120-t26_1	UPF0139 domain-containing protein
TGME49_209130	TGME49_209130-t26_1	regulator of chromosome condensation (RCC1) repeat-containing protein
TGME49_209140	TGME49_209140-t26_1	anti-silencing protein, ASF1 family protein
TGME49_209150	TGME49_209150-t26_1	non-proton pumping type-II NADH dehydrogenase I
TGME49_209160	TGME49_209160-t26_1	myristoyl CoA:protein N-myristoyltransferase
TGME49_209170	TGME49_209170-t26_1	hypothetical protein
TGME49_209180	TGME49_209180-t26_1	PAN domain-containing protein
TGME49_209190	TGME49_209190-t26_1	ABC transporter transmembrane region domain-containing protein
TGME49_209200	TGME49_209200-t26_1	hypothetical protein
TGME49_209210	TGME49_209210-t26_1	hypothetical protein
TGME49_209230	TGME49_209230-t26_1	tRNA-Phe
TGME49_209240	TGME49_209240-t26_1	RNA methyltransferase
TGME49_209250	TGME49_209250-t26_1	hypothetical protein
TGME49_209260	TGME49_209260-t26_1	cytochrome c oxidase subunit COX5b
TGME49_209270	TGME49_209270-t26_1	hypothetical protein
TGME49_209280	TGME49_209280-t26_1	hypothetical protein
TGME49_209290	TGME49_209290-t26_1	ribosomal protein RPS28
TGME49_209300	TGME49_209300-t26_1	WD domain, G-beta repeat-containing protein
TGME49_209410	TGME49_209410-t26_1	hypothetical protein
TGME49_209420	TGME49_209420-t26_1	hypothetical protein
TGME49_209430	TGME49_209430-t26_1	40S ribosomal protein S4, putative
TGME49_209440	TGME49_209440-t26_1	hypothetical protein
TGME49_209450	TGME49_209450-t26_1	TLD protein
TGME49_209460	TGME49_209460-t26_1	hypothetical protein
TGME49_209470	TGME49_209470-t26_1	hypothetical protein
TGME49_209480	TGME49_209480-t26_1	hypothetical protein
TGME49_209485	TGME49_209485-t26_1	hypothetical protein
TGME49_209490	TGME49_209490-t26_1	hypothetical protein
TGME49_209500	TGME49_209500-t26_1	hypothetical protein
TGME49_209510	TGME49_209510-t26_1	hypothetical protein
TGME49_209515	TGME49_209515-t26_1	hypothetical protein
TGME49_209520	TGME49_209520-t26_1	WD domain, G-beta repeat-containing protein
TGME49_209530	TGME49_209530-t26_1	hypothetical protein
TGME49_209540	TGME49_209540-t26_1	hypothetical protein
TGME49_209550	TGME49_209550-t26_1	hypothetical protein
TGME49_209560	TGME49_209560-t26_1	hypothetical protein
TGME49_209570	TGME49_209570-t26_1	suppressor of mitotic defects protein
TGME49_209580	TGME49_209580-t26_1	RNA methylase family UPF0020 protein
TGME49_209583	TGME49_209583-t26_1	hypothetical protein
TGME49_209585	TGME49_209585-t26_1	hypothetical protein
TGME49_209590	TGME49_209590-t26_1	hypothetical protein
TGME49_209600	TGME49_209600-t26_1	hypothetical protein
TGME49_209610	TGME49_209610-t26_1	oocyst wall protein OWP2
TGME49_209620	TGME49_209620-t26_1	eukaryotic aspartyl protease superfamily protein
TGME49_209630	TGME49_209630-t26_1	hypothetical protein
TGME49_209640	TGME49_209640-t26_1	hypothetical protein
TGME49_209650	TGME49_209650-t26_1	RNA-directed DNA polymerase
TGME49_209670	TGME49_209670-t26_1	hypothetical protein
TGME49_209680	TGME49_209680-t26_1	hypothetical protein
TGME49_209690	TGME49_209690-t26_1	small nuclear ribonucleoprotein
TGME49_209700	TGME49_209700-t26_1	hypothetical protein
TGME49_209705	TGME49_209705-t26_1	hypothetical protein
TGME49_209710	TGME49_209710-t26_1	ribosomal protein RPL28
TGME49_209720	TGME49_209720-t26_1	hypothetical protein
TGME49_209730	TGME49_209730-t26_1	hypothetical protein
TGME49_209740	TGME49_209740-t26_1	hypothetical protein
TGME49_209755	TGME49_209755-t26_1	cyst matrix protein MAG2
TGME49_209770	TGME49_209770-t26_1	helicase, putative
TGME49_209780	TGME49_209780-t26_1	hypothetical protein
TGME49_209790	TGME49_209790-t26_1	radical SAM domain-containing protein
TGME49_209800	TGME49_209800-t26_1	formate/nitrite transporter FNT1
TGME49_209810	TGME49_209810-t26_1	hypothetical protein
TGME49_209820	TGME49_209820-t26_1	syntaxin protein
TGME49_209830	TGME49_209830-t26_1	leucine-rich repeat-containing protein LRRC45, putative
TGME49_209850	TGME49_209850-t26_1	RNA recognition motif-containing protein
TGME49_209860	TGME49_209860-t26_1	SRP40, C-terminal domain-containing protein
TGME49_209870	TGME49_209870-t26_1	HAD hydrolase, family IIA protein
TGME49_209880	TGME49_209880-t26_1	glutamic acid-rich protein, putative
TGME49_209890	TGME49_209890-t26_1	hypothetical protein
TGME49_209900	TGME49_209900-t26_1	hypothetical protein
TGME49_209910	TGME49_209910-t26_1	histone H2Bv
TGME49_209920	TGME49_209920-t26_1	PAN domain-containing protein
TGME49_209930	TGME49_209930-t26_1	hypothetical protein
TGME49_209940	TGME49_209940-t26_1	transporter/permease protein
TGME49_209945	TGME49_209945-t26_1	hypothetical protein
TGME49_209950	TGME49_209950-t26_1	thioredoxin, putative
TGME49_209960	TGME49_209960-t26_1	glycosyltransferase
TGME49_209970	TGME49_209970-t26_1	Spc97 / Spc98 family protein
TGME49_209985	TGME49_209985-t26_1	rhoptry protein ROP42
TGME49_210095	TGME49_210095-t26_1	rhoptry protein ROP43
TGME49_210100	TGME49_210100-t26_1	hypothetical protein
TGME49_210210	TGME49_210210-t26_1	hypothetical protein
TGME49_210220	TGME49_210220-t26_1	hypothetical protein
TGME49_210230	TGME49_210230-t26_1	pseudouridine synthase, putative
TGME49_210235	TGME49_210235-t26_1	hypothetical protein
TGME49_210245	TGME49_210245-t26_1	EF hand domain-containing protein
TGME49_210255	TGME49_210255-t26_1	mitochondrial import receptor subunit TOM7
TGME49_210260	TGME49_210260-t26_1	NAD-dependent glycerol-3-phosphate dehydrogenase
TGME49_210270	TGME49_210270-t26_1	hypothetical protein
TGME49_210280	TGME49_210280-t26_1	PEK kinase
TGME49_210300	TGME49_210300-t26_1	hypothetical protein
